engine,famiglia,famiglia_capofila,good,gate_reason,expected_avg_trade,wf_efficiency_used,oos_avg_trade,oos_net_profit,oos_max_dd,oos_n_trades,oos_profit_factor,avg_trade,net_profit,max_dd,n_trades,unger_score,oos_unger_score,wf_mean_unger,ms_blocks_positive,ms_blocks_total,ms_min_avg_trade,plateau_ratio,plateau_min,np_dd,oos_np_dd,recovery_trades,oos_recovery_trades,pattern_null_p,pattern_null_median_avg,pattern_avg_trade,pattern_none_avg_trade,pattern_vs_none_avg,pattern_null_valid_draws,pattern_null_draws,pattern_null_min_trades,wfo_measured,wfo_efficiency,wfo_net_profit,wfo_avg_trade,wfo_positive_windows,wfo_total_windows,mc_dd_p95,mc_dd_worst,passes_multisplit,passes_plateau,passes_expectancy,passes_null,passes_pattern_useful,passes_wfo,p_fast,p_slow,p_gradient_length,p_gradient_factor,p_daily_factor,p_direction,p_stop_loss,p_take_profit,p_trailing_stop,p_long_offset_ticks,p_short_offset_ticks,p_ptn_neut_yes,p_ptn_neut_no,p_ptn_dir_yes,p_ptn_dir_no,p_start_hour,p_end_hour,p_skip_day,p_max_bars,p_level_choice,p_level_shift,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_channel_len,p_breakout_offset_ticks,p_intraday_only,p_dvol_min,p_breakeven,p_vol_source,p_vol_mult,p_vol_mult_short,p_atr_len,p_momentum,p_level_source,p_n_sess,p_lev_include_sess0,p_bb_length,p_bb_num_devs,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_le_day,p_lx_day,p_le_time,p_lx_time,p_se_day,p_sx_day,p_se_time,p_sx_time
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 40% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,1014.9669421487604,122811.0,28306.0,121,1.693898421917994,193.22222222222223,50431.0,20161.0,261,1.7054558643084095,7.5605274262006255,4.096646742416801,3.0,3.0,658.5,2.0075285968149386,0.397776444041307,2.501413620356133,4.33869144351021,104.34100057504313,27.888593041339945,0.020833333333333332,136.48136645962734,1014.9669421487604,248.5829383886256,766.3840037601348,47.0,200.0,61.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,44843.049999999996,72820.0,True,False,False,True,True,False,,,,,,,4000,7500,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 31% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,910.4354838709677,112894.0,27290.0,124,1.6194424173255566,212.24521072796935,55396.0,18730.0,261,1.9436070135177503,6.906958633605566,4.061270317612117,3.0,3.0,465.14285714285717,1.7387456375499284,0.305266480515815,2.957608115323011,4.136826676438256,88.24698534190195,29.974666501319824,0.041666666666666664,219.74358974358975,910.4354838709677,306.3579418344519,604.0775420365158,47.0,200.0,62.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,42382.89999999998,81391.0,True,False,False,True,True,False,,,,,,,4000,6000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,92.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,631.511811023622,80202.0,15074.0,127,1.8620533986843801,151.68441064638785,39893.0,11689.0,263,1.758294898971046,6.446242943278285,4.023809199356181,3.0,3.0,67.25,2.0270735646626044,0.4250798859345782,3.412866797844127,5.320551943744196,77.06131401499009,23.86970399740655,0.04081632653061224,62.66426166426166,631.511811023622,189.6541598694943,441.8576511541278,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,23125.0,45471.0,True,True,False,True,True,False,,,,,,,4000,3000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,24.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $7 | pattern casuali fanno uguale (p=0.30, min attendibile 0.25 su 131 estrazioni valide) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",7.445415311472148,0.03183745093482287,233.85714285714286,65480.0,20521.0,280,1.5064740188419472,431.4865771812081,128583.0,14977.0,298,4.418698018919036,2.0459302620660176,4.017835365171004,3.0,3.0,71.15,0.9439117674099916,0.5636651015419033,8.585364225145222,3.1908776375420302,34.71023385673067,87.7501527183873,0.30303030303030304,170.73856209150327,233.85714285714286,195.05256723716383,38.80457561997903,131.0,200.0,140.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,33232.35,55155.0,True,True,False,False,True,False,,,,,,,500,7500,,,,,,,,21.0,15.0,-1.0,0.0,,,28.0,78.0,37.0,7.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBO,,,False,plateau fragile (il peggior vicino di griglia rende 0% della candidata),70.2912489438223,0.2454437690315993,286.38432835821044,38375.5000000002,8037.000000000029,134,1.7827661115134017,182.16515837104046,40258.49999999994,4387.500000000007,221,3.4466421747401013,4.00351731787382,3.9902371131486105,3.0,3.0,116.97222222222491,0.8879715493389241,0.0,9.175726495726467,4.774853801169598,24.08528633704691,28.0636864666258,0.15789473684210525,167.06687500000066,286.38432835821044,133.12989323843487,153.25443511977556,18.0,200.0,67.0,True,0.2454437690315993,13151.67354304458,97.41980402255246,2.0,5.0,11085.800000000025,14967.99999999993,True,False,True,True,True,True,,,,,,0.0,1750,10000,1000.0,,,28.0,7.0,9.0,39.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,500.0,1.0,0.3,9.5,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,
TF_M,,,False,plateau fragile (il peggior vicino di griglia rende 0% della candidata),468.4795081967213,1.0012144799850193,468.4795081967213,114309.0,22157.0,244,2.145277479986775,257.7557251908397,67532.0,12954.0,262,2.838218464502673,3.944342029165153,3.917324620581296,3.0,3.0,253.4,1.2463039722154483,0.0,5.213215995059441,5.159046802364941,50.25688562459278,47.295558529949524,0.0425531914893617,96.64641744548287,468.4795081967213,146.51040634291377,321.96910185380756,46.0,200.0,122.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,17744.5,27151.0,True,False,True,True,True,True,,,,,,,500,5000,,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,92.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,367.1467889908257,40019.0,7521.0,109,2.609515765765766,231.65420560747663,49574.0,9918.0,214,2.915194823305067,5.305684080098563,3.8665673727287455,3.0,3.0,308.56756756756755,1.0467416886549998,0.8055529040742203,4.998386771526517,5.320967956388778,42.813813692661476,20.484994627551913,0.05555555555555555,160.6,367.1467889908257,166.39695945945945,200.74982953136626,53.0,200.0,55.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,14245.0,26936.0,True,True,False,True,True,False,,,,,,,250,5000,,,,12.0,33.0,-1.0,5.0,1.0,21.0,-1.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,478.2265625,61213.0,12827.0,128,1.5711766352524028,199.59861591695503,57684.0,8644.0,289,2.6905408688713295,5.2918873957073735,3.858217514444172,3.0,3.0,270.05405405405406,1.432800249046185,0.594419171493068,6.673299398426654,4.772199267170811,43.30691352888149,26.822014931468807,0.04081632653061224,106.51395110115715,478.2265625,203.13804713804714,275.0885153619529,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,26764.5,41380.0,True,True,False,True,True,False,,,,,,,4000,2000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,48.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 35% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,619.0952380952381,78006.0,18891.0,126,1.550217601376849,184.65051903114187,53364.0,12148.0,289,2.0996049505451846,5.6450713634124225,3.8031804664088513,3.0,3.0,175.30555555555554,1.7695479937605043,0.3511082491938319,4.392821863681265,4.129267905351755,65.78914624091148,30.51388354741943,0.061224489795918366,134.53618693134823,619.0952380952381,240.59749552772809,378.49774256751,48.0,200.0,63.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,33983.5,52797.0,True,False,False,True,True,False,,,,,,,4000,4000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,48.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 40% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,400.4488188976378,50857.0,15951.0,127,1.8457138105928328,302.63101604278074,56592.0,13607.0,187,3.251409651205505,3.973676486860606,3.669380874481594,3.0,3.0,241.0,2.2650590800369828,0.39880624782624235,4.159035790401999,3.188326750673939,44.96234450098954,39.8328057101284,0.04081632653061224,107.81547619047619,400.4488188976378,154.30578512396696,246.14303377367085,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,25497.249999999996,38288.0,True,False,False,True,True,False,,,,,,,4000,1000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,0.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_M,,,False,plateau fragile (il peggior vicino di griglia rende 12% della candidata),314.9795918367347,1.0012144799850193,314.9795918367347,61736.0,28911.0,196,1.3123042913005427,337.33620689655174,78262.0,28842.0,232,2.489371527915884,2.3216155609030387,3.5667811514656313,2.0,3.0,-113.4776119402985,0.9474016290650911,0.1172001787455021,2.713473406837251,2.135380996852409,85.49927167718688,91.78689905403654,0.12962962962962962,147.6265060240964,314.9795918367347,175.8237885462555,139.15580329047918,53.0,200.0,98.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,44505.399999999994,59158.0,True,False,True,True,True,True,,,,,,,1500,4000,,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_M,,,False,plateau fragile (il peggior vicino di griglia rende 0% della candidata),426.7201646090535,1.0012144799850193,426.7201646090535,103693.0,26578.0,243,1.9835339422739473,283.1264367816092,73896.0,13578.0,261,3.045102866400299,3.2803596733177094,3.547427564716327,3.0,3.0,12.6,2.000192182915255,0.0,5.442333186036235,3.9014598540145986,47.95737252354661,62.2843779232928,0.06382978723404255,130.09528194056386,426.7201646090535,201.98837209302326,224.73179251603023,46.0,200.0,122.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,21682.0,35530.0,True,False,True,True,True,True,,,,,,,500,10000,,,,47.0,48.0,50.0,7.0,2.0,1.0,-1.0,92.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $6 | pattern casuali fanno uguale (p=0.45, min attendibile 0.39 su 147 estrazioni valide) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",6.419649415091836,0.03183745093482287,201.63829787234042,47385.0,20708.0,235,1.3251605731225296,400.1666666666667,110446.0,16384.0,276,3.9180537266979694,1.7560763396813426,3.54420226189679,3.0,3.0,137.34146341463415,1.0395276694312696,0.5680757956727251,6.7410888671875,2.2882460884682247,40.94294044148271,102.69874432837396,0.44594594594594594,187.2621359223301,201.63829787234042,170.13641364136413,31.501884230976287,147.0,200.0,118.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,32009.849999999995,51600.0,True,True,False,False,True,False,,,,,,,750,4500,,,,,,,,21.0,16.0,-1.0,0.0,,,28.0,77.0,52.0,15.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIASW,,,False,"avg trade atteso $0 | pattern casuali fanno uguale (p=0.53, min attendibile 0.44 su 46 estrazioni valide) | pattern non batte il senza-filtro (avg -13$) | walk-forward in perdita (OOS concatenato -$40,890 su 130 trade; 2/5 finestre positive)",0.0,-0.38462970719233364,268.95454545454544,41419.0,11095.0,154,1.44657085251593,265.4871794871795,51770.0,17730.0,195,2.498783518724596,3.20003465929399,3.5070750413414773,3.0,3.0,228.27272727272728,0.9844019532546415,0.7362311312149854,2.919909757473209,3.733123028391167,66.78288584122078,41.252323812742944,0.5319148936170213,270.99205003179986,268.95454545454544,282.36138613861385,-13.406840684068413,46.0,200.0,77.0,True,-0.38462970719233364,-40890.0,-314.53846153846155,2.0,5.0,23961.899999999987,34651.0,True,True,False,False,False,False,,,,,,,750,4000,,,,,,,,,,,,,,54.0,38.0,152.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2000.0,100.0,-1.0,0.0,0.0,0.0
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,446.9375,57208.0,17469.0,128,1.5936595236859856,278.0833333333333,60066.0,21995.0,216,2.3499164661692618,4.237914786760337,3.474827450395138,3.0,3.0,188.3684210526316,2.7163553018979854,0.6329884532039173,2.7308933848601953,3.274829698322743,79.09499550494456,39.08600195776815,0.08163265306122448,126.41726137377341,446.9375,202.39032815198618,244.54717184801382,48.0,200.0,64.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,30276.449999999993,47612.0,True,True,False,True,True,False,,,,,,,4000,1500,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $8 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",7.818060262226065,0.03183745093482287,245.5617529880478,61636.0,28481.0,251,1.1439615828393384,475.60869565217394,164085.0,21724.0,345,4.044076256794871,1.8235704878616954,3.455916369625412,3.0,3.0,76.0,0.9233291722460377,0.582390499109015,7.553167004234948,2.164109406270847,45.67620440625286,115.98304562268804,0.15555555555555556,27.487827188291583,245.5617529880478,106.6797583081571,138.88199467989068,134.0,200.0,126.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,67131.05,92053.0,True,True,False,True,True,False,,,,,,,5000,3000,,,,,,,,21.0,15.0,-1.0,322.0,,,28.0,78.0,37.0,7.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $6 | pattern casuali fanno uguale (p=0.42, min attendibile 0.37 su 148 estrazioni valide) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",6.468421680353693,0.03183745093482287,203.17021276595744,47745.0,17811.0,235,1.2656307373902593,404.08641975308643,130924.0,13877.0,324,4.298984785037258,1.907898781159442,3.440344336672915,3.0,3.0,27.585365853658537,0.9292684154816034,0.717740275447374,9.434604021042013,2.680646791308742,34.3416638660597,87.66540999057493,0.4161073825503356,180.23966003590138,203.17021276595744,173.12418300653596,30.046029759421486,148.0,200.0,118.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,30638.499999999996,54063.0,True,True,False,False,True,False,,,,,,,1000,4000,,,,,,,,21.0,16.0,-1.0,460.0,,,28.0,77.0,52.0,15.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,526.5038759689922,67919.0,17845.0,129,1.6558230255979451,119.15254237288136,35150.0,13464.0,295,1.2869323229424432,4.939497199246229,3.3384420995528723,3.0,3.0,8.763157894736842,2.02080315191903,0.4313710310178226,2.610665478312537,3.806052115438498,112.99800853485064,33.89338771183321,0.061224489795918366,64.87020434739057,526.5038759689922,158.536,367.96787596899225,48.0,200.0,65.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,25908.24999999999,37835.0,True,True,False,True,True,False,,,,,,,4000,3000,,,,47.0,7.0,-1.0,38.0,4.0,3.0,-1.0,24.0,,,,,,,,,,2.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $10 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",10.220946748344389,0.03183745093482287,321.03533568904595,90853.0,23147.0,283,1.403251650014869,227.4344262295082,83241.0,17550.0,366,2.151577975832774,2.6445082613654773,3.2220414464980633,3.0,3.0,170.41489361702128,0.9724241610946541,0.5928460611840544,4.743076923076923,3.925044282196397,77.165098929614,72.10109737708166,0.009259259259259259,97.98924731182795,321.03533568904595,129.11011904761904,191.9252166414269,107.0,200.0,142.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,41991.049999999996,63955.0,True,True,False,True,True,False,,,,,,,3000,1500,,,,,,,,22.0,3.0,-1.0,0.0,,,4.0,139.0,37.0,115.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,,,False,"plateau fragile (il peggior vicino di griglia rende 25% della candidata) | avg trade atteso $0 | walk-forward in perdita (OOS concatenato -$15,973 su 172 trade; 1/4 finestre positive)",0.0,-0.13643510751106463,603.1900826446281,72986.0,20357.0,121,1.4182051546509895,131.83333333333334,23730.0,22539.0,180,1.1005185272692897,5.298302511602071,3.1975844573653505,3.0,3.0,84.02325581395348,4.7665566747628825,0.2482677073578529,1.0528417409822974,3.5853023529989683,170.96586599241465,33.74889704874908,0.08163265306122448,213.54936497636044,603.1900826446281,350.2061855670103,252.98389707761777,48.0,200.0,61.0,True,-0.13643510751106463,-15973.0,-92.86627906976744,1.0,4.0,51899.44999999998,86594.0,True,False,False,True,True,False,,,,,,,3000,4000,,,,47.0,45.0,-1.0,38.0,4.0,3.0,-1.0,322.0,,,,,,,,,,10.0,0.0,,,,,,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"plateau fragile (il peggior vicino di griglia rende 39% della candidata) | avg trade atteso $8 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",8.163792681813527,0.03183745093482287,256.42105263157896,73080.0,21647.0,285,1.3379640762870197,231.5012853470437,90054.0,21084.0,389,1.9980959976014894,2.1842093762080683,3.146677652846441,3.0,3.0,98.6063829787234,1.0276691714597497,0.3936257619258888,4.271200910643142,3.375987434748464,91.07508828036511,84.41974548440065,0.009174311926605505,97.76447158789166,256.42105263157896,121.08100147275405,135.3400511588249,108.0,200.0,143.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,35692.99999999999,48892.0,True,False,False,True,True,False,,,,,,,2250,1500,,,,,,,,22.0,3.0,-1.0,0.0,,,4.0,139.0,37.0,115.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $5 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",5.283679147158124,0.03183745093482287,165.9579831932773,39498.0,15570.0,238,1.189673552885585,309.6697247706422,135016.0,11293.0,436,3.6520232272105395,1.6668376020747595,3.1407635494597526,3.0,3.0,31.77922077922078,0.8885102406078256,0.4467066320668761,11.95572478526521,2.536801541425819,36.46788528766961,93.81892754063497,0.22818791946308725,91.75906385775312,165.9579831932773,90.25611052072263,75.70187267255467,148.0,200.0,119.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,30132.849999999995,69348.0,True,True,False,True,True,False,,,,,,,1500,2500,,,,,,,,21.0,16.0,-1.0,184.0,,,28.0,77.0,52.0,15.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $10 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",10.276888879112256,0.03183745093482287,322.79245283018867,85540.0,18225.0,265,1.362095531587057,367.67127071823205,133097.0,18484.0,362,3.3892309457860246,2.9966018994575645,3.117625751957479,3.0,3.0,173.2289156626506,0.9879055868603467,0.7934334393816441,7.200660030296473,4.693552812071331,50.27316919239352,56.46042787000234,0.061946902654867256,115.62650700553925,322.79245283018867,139.03715670436188,183.7552961258268,112.0,200.0,133.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,35255.25,58452.0,True,True,False,True,True,False,,,,,,,1250,4000,,,,,,,,22.0,3.0,-1.0,322.0,,,4.0,139.0,37.0,115.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $6 | pattern casuali fanno uguale (p=0.46, min attendibile 0.41 su 148 estrazioni valide) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",5.825716180128538,0.03183745093482287,182.9831223628692,43367.0,14098.0,237,1.3007211705152208,326.6655290102389,95713.0,13904.0,293,3.4719453128177356,1.9313977798312345,3.1094924699271385,3.0,3.0,116.0,1.1460468191078788,0.6457648837229366,6.883846375143843,3.0761100865370974,42.56341353839081,77.0453570687389,0.46308724832214765,170.23280423280426,182.9831223628692,159.62179487179486,23.36132749107435,148.0,200.0,119.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,31696.749999999996,55553.0,True,True,False,False,True,False,,,,,,,750,4000,,,,,,,,21.0,16.0,-1.0,0.0,,,28.0,77.0,52.0,15.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $6 | pattern casuali fanno uguale (p=0.54, min attendibile 0.49 su 148 estrazioni valide) | pattern non batte il senza-filtro (avg -12$) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",5.559135986673366,0.03183745093482287,174.60995850622407,42081.0,14606.0,241,1.7418945364150844,256.6439393939394,101631.0,10723.0,396,3.1060776377636166,1.8106846002503092,3.084390492518465,3.0,3.0,106.38461538461539,0.950970188500388,0.6742446310607437,9.477851347570642,2.881076270026017,41.78162174926942,83.64929540647798,0.5436241610738255,185.99723939929328,174.60995850622407,186.76288659793815,-12.152928091714074,148.0,200.0,121.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,17616.149999999998,28231.0,True,True,False,False,False,False,,,,,,,250,4500,,,,,,,,21.0,16.0,-1.0,0.0,,,28.0,77.0,52.0,15.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $7 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",6.835434387683689,0.03183745093482287,214.69791666666666,61833.0,24509.0,288,1.199627431862647,367.8992248062016,142377.0,15154.0,387,3.7454558165483345,1.718717430126673,3.031466873738821,3.0,3.0,139.989898989899,1.0348441180427272,0.7083983515619341,9.395341164049096,2.5228691501081237,41.19062769969869,114.15574207947213,0.13846153846153847,100.06614785992218,214.69791666666666,116.13755980861244,98.56035685805422,129.0,200.0,144.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,41801.99999999999,63985.0,True,True,False,True,True,False,,,,,,,2250,2500,,,,,,,,21.0,15.0,-1.0,322.0,,,28.0,78.0,37.0,7.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $7 | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",6.520781617391498,0.03183745093482287,204.8148148148148,55300.0,21109.0,270,1.2558337496992913,361.74931880108994,132762.0,16458.0,367,3.5339356733231067,1.7667169844532913,3.0261388381392207,3.0,3.0,65.46601941747574,0.9719634765437772,0.7880917860965515,8.06671527524608,2.619735657776304,45.49559361865594,103.06383363471971,0.24107142857142858,90.74272930648769,204.8148148148148,131.36057692307693,73.45423789173788,111.0,200.0,135.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,35601.899999999994,55754.0,True,True,False,True,True,False,,,,,,,1000,4500,,,,,,,,22.0,3.0,-1.0,322.0,,,4.0,139.0,37.0,115.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_U,,,False,"avg trade atteso $4 | pattern casuali fanno uguale (p=0.59, min attendibile 0.53 su 128 estrazioni valide) | pattern non batte il senza-filtro (avg -34$) | walk-forward sotto la frizione (OOS concatenato +$4,593 ma avg trade $32 su 143 trade; 2/4 finestre positive)",4.428567618560618,0.03183745093482287,139.09931506849315,40617.0,18817.0,292,1.5661063723030608,246.27202072538861,95061.0,15356.0,386,2.4906658675170052,1.27083523068709,3.005679706437397,3.0,3.0,65.4059405940594,1.2744892902051328,0.788227233382738,6.1904792914821565,2.1585268640059523,62.353814918841586,135.2774454046335,0.5891472868217055,163.32134710911362,139.09931506849315,173.28929384965832,-34.189978781165166,128.0,200.0,146.0,True,0.03183745093482287,4593.0,32.11888111888112,2.0,4.0,29287.0,46924.0,True,True,False,False,False,False,,,,,,,250,7500,,,,,,,,21.0,15.0,-1.0,0.0,,,28.0,78.0,37.0,7.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TF_M,,,False,plateau fragile (il peggior vicino di griglia rende 13% della candidata),464.8219895287958,1.0012144799850193,464.8219895287958,88781.0,28384.0,191,1.4423633636775837,134.6026936026936,39977.0,23959.0,297,1.0898302394557342,3.4577159487302573,2.9909779881113403,3.0,3.0,63.58064516129032,1.067827107618833,0.13480122181551837,1.6685587879293793,3.1278537204058625,177.99792380618857,61.06423671731564,0.1111111111111111,85.9074074074074,464.8219895287958,26.25264394829612,438.5693455804997,53.0,200.0,96.0,True,1.0012144799850193,76960.0,530.7586206896551,4.0,4.0,48082.299999999996,72769.0,True,False,True,True,True,True,,,,,,,1500,5000,,,,54.0,33.0,-48.0,17.0,14.0,4.0,-1.0,460.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
