n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_entry_type,p_le_bar,p_lx_bar,p_se_bar,p_sx_bar,p_end_long,p_end_short,p_nhigh,p_nlow,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_not_le_day,p_not_se_day,p_stop_loss,p_take_profit,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
1992,339607.0,1096017.0,756410.0,1.4489721182956332,0.5607429718875502,170.48544176706827,981.2148612354521,-864.4685714285714,21801.0,19416.0,0.21801,10,10,1.0,199.2,35.241452864489,0.17691492401851908,95,0.02919845586221721,15.577588184028256,127.87602140120786,1.4470666639534293,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2000,0,994,26689.0,1086554.0,1059865.0,1.0251815089657645,0.3963782696177062,26.85010060362173,2757.751269035533,-1766.4416666666666,68763.0,66804.0,0.68763,5,3,0.6,198.8,63.4520291243708,0.31917519680267004,98,0.6223912473303608,0.3881302444628652,2560.9959908576566,0.12832402001392218,False,False,False
1874,288104.0,950987.0,662883.0,1.4346227011403219,0.564034151547492,153.7374599786553,899.7038789025544,-811.3623011015912,17865.0,16073.0,0.17865,10,10,1.0,187.4,39.88282838515844,0.21282192307982092,69,0.03467844944881015,16.126728239574586,116.20459972787603,1.441509929175848,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,8,1,2,45,2,7,14,14,1,2,152,103,104,153,4,2,2000,10000,760,61895.0,856844.0,794949.0,1.0778603407262604,0.4,81.4407894736842,2818.565789473684,-1743.3092105263158,47801.0,42241.0,0.47801,5,4,0.8,152.0,47.686476070265456,0.3137268162517464,71,0.16141853138379514,1.2948473881299554,586.9417562000162,0.4668344861309263,True,False,False
1996,322011.0,1110207.0,788196.0,1.4085417840232632,0.5621242484969939,161.32815631262525,989.4893048128342,-901.8260869565217,19688.0,17357.0,0.19688,10,9,0.9,199.6,35.54771441316586,0.17809476158900733,95,0.031026890385732163,16.355698902885006,122.03697389219623,1.4409496878602337,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,8,1,2,45,34,7,14,14,3,2,152,103,41,153,4,4,2250,10000,1019,22634.0,1166243.0,1143609.0,1.0197917295159447,0.4151128557409225,22.211972522080472,2757.075650118203,-1918.8070469798658,64317.0,62518.0,0.64317,5,2,0.4,203.8,63.382647467583745,0.3110041583296553,105,0.44141556949721655,0.3519131800301631,2895.6005566846334,0.10976495028346478,False,False,False
1831,276021.0,940043.0,664022.0,1.4156805045615959,0.5696340797378482,150.74877116329876,901.287631831256,-842.6675126903554,17323.0,15293.0,0.17323,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.02713923940569739,15.933787450210703,114.91304284818908,1.4354288641386104,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2250,7500,700,48690.0,866735.0,818045.0,1.059519953058817,0.4142857142857143,69.55714285714286,2988.7413793103447,-1995.2317073170732,59421.0,53919.0,0.59421,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.15385089340727048,0.8194072802544555,854.2760320394331,0.3576112752502528,False,False,False
1920,342100.0,1115654.0,773554.0,1.4422444974752895,0.5776041666666667,178.17708333333334,1006.0,-953.8273736128236,24845.0,22820.0,0.24845,10,10,1.0,192.0,36.08323710533743,0.18793352659029913,84,0.02189710610932476,13.769370094586435,139.43992984507454,1.4166800950286218,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,4000,7500,883,114248.0,1251537.0,1137289.0,1.1004564363147802,0.49490373725934317,129.38618346545866,2863.929061784897,-2549.97533632287,70264.0,66302.0,0.70264,5,4,0.8,176.6,52.09452946327474,0.2949860105508196,93,0.06556788740284294,1.6259820107024934,543.0564386247462,0.6117315991616179,True,False,False
1919,341604.0,1114484.0,772880.0,1.4419884069972053,0.5779051589369463,178.01146430432516,1004.9449954914337,-954.1728395061729,24845.0,22820.0,0.24845,10,10,1.0,191.9,36.05121357180643,0.18786458349039306,84,0.029247315605203685,13.74940631917891,139.56966253322562,1.41536326360808,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,4000,10000,882,77762.0,1228448.0,1150686.0,1.0675788182006212,0.4909297052154195,88.1655328798186,2837.0623556581986,-2562.775055679287,68536.0,66221.0,0.68536,5,3,0.6,176.4,51.94073545878995,0.2944486137119612,93,0.12848177773205421,1.1346153846153846,777.3559322033898,0.4220645794766226,False,False,False
1960,323875.0,1100453.0,776578.0,1.417054049947333,0.5678571428571428,165.2423469387755,988.7268643306379,-916.8571428571429,21573.0,19548.0,0.21573,10,9,0.9,196.0,34.84250278036869,0.17776787132841168,92,0.030848321111539945,15.012979186946646,130.55370127363952,1.4099559022428219,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2500,10000,962,29942.0,1152422.0,1122480.0,1.0266748628037916,0.43347193347193347,31.124740124740125,2763.6019184652278,-2059.5963302752293,79501.0,74546.0,0.79501,5,2,0.4,192.4,59.452838452003284,0.30900643686072393,98,0.3336784449936544,0.37662419340637227,2554.270322623739,0.138343540263471,False,False,False
1961,323696.0,1100948.0,777252.0,1.4164620998080417,0.5675675675675675,165.06680265170831,989.1716082659478,-916.5707547169811,21573.0,19548.0,0.21573,10,9,0.9,196.1,34.901146112986034,0.17797626778677222,92,0.02314208393060155,15.004681778148612,130.6925417675844,1.4084580434418505,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2500,7500,963,58093.0,1173105.0,1115012.0,1.0521007845655472,0.43613707165109034,60.32502596053998,2793.1071428571427,-2053.4290976058933,70741.0,67885.0,0.70741,5,3,0.6,192.6,59.59731537577846,0.3094356976935538,98,0.1289484103076102,0.8212069379850441,1172.6642280481296,0.28425058495352545,False,False,False
1919,338874.0,1111754.0,772880.0,1.4384561639581823,0.5779051589369463,176.58884835852007,1002.4833183047791,-954.1728395061729,24845.0,22820.0,0.24845,10,10,1.0,191.9,36.05121357180643,0.18786458349039306,84,0.02926161346105042,13.639525055343128,140.6940485254106,1.4040520912867664,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,4000,0,880,59125.0,1206887.0,1147762.0,1.0515132928255162,0.4909090909090909,67.1875,2793.7199074074074,-2561.96875,70922.0,68607.0,0.70922,5,3,0.6,176.0,51.60232552899142,0.29319503141472397,93,0.28094714587737846,0.8336623332675334,1055.5832558139534,0.31618221784839773,False,False,False
1960,321145.0,1097723.0,776578.0,1.4135386271565766,0.5678571428571428,163.84948979591837,986.2740341419586,-916.8571428571429,21573.0,19548.0,0.21573,10,9,0.9,196.0,34.84250278036869,0.17776787132841168,92,0.03087701816936275,14.886432114216845,131.66351648009464,1.3980711330784132,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2500,0,961,17986.0,1140466.0,1122480.0,1.0160234480792532,0.4328824141519251,18.7159209157128,2741.5048076923076,-2059.5963302752293,81407.0,76452.0,0.81407,5,2,0.4,192.2,59.310707296406434,0.3085884874943103,98,0.9235516512843323,0.2209392312700382,4349.612309574113,0.08220907717934993,False,False,False
1831,270801.0,914899.0,644098.0,1.420434468046788,0.5674494811578372,147.8978700163845,880.5572666025024,-813.2550505050505,17865.0,15456.0,0.17865,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.022880270013773952,15.158186397984887,120.79281464987204,1.38675536959032,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2000,6000,700,56170.0,822849.0,766679.0,1.0732640387958976,0.3985714285714286,80.24285714285715,2949.2795698924733,-1821.0902612826603,39295.0,36037.0,0.39295,5,4,0.8,140.0,44.66318394382559,0.31902274245589707,63,0.10665835855438846,1.42944394961191,489.70090795798467,0.5073143935144876,True,False,False
1831,277861.0,951393.0,673532.0,1.4125431308386238,0.5723648279628618,151.75368651010376,907.8177480916031,-860.1941251596425,18874.0,17153.0,0.18874,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.035956827334530574,14.721892550598707,124.37259637012751,1.384352603147685,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2500,10000,700,45990.0,893403.0,847413.0,1.0542710579139098,0.4328571428571429,65.7,2948.5247524752476,-2134.5415617128465,82223.0,78001.0,0.82223,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.2172428788867145,0.5593325468542865,1251.4916286149162,0.2871495614287708,False,False,False
1831,272066.0,945598.0,673532.0,1.40393923377063,0.5723648279628618,148.58874931731293,902.2881679389313,-860.1941251596425,18448.0,17153.0,0.18448,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.027533760190542,14.747723330442325,124.1547565664214,1.3710419059891676,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2500,7500,700,58300.0,900695.0,842395.0,1.0692074383157544,0.4357142857142857,83.28571428571429,2953.098360655738,-2132.6455696202534,75110.0,70347.0,0.7511,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.12849056603773584,0.7761949141259487,901.8353344768439,0.3808562445667601,True,False,False
1831,275131.0,948663.0,673532.0,1.408489871305298,0.5723648279628618,150.26269797924633,905.212786259542,-860.1941251596425,18874.0,17153.0,0.18874,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.036041013190080365,14.5772491257815,125.6066891771556,1.3707512607261392,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,2500,0,700,41785.0,889198.0,847413.0,1.0493088966064954,0.4328571428571429,59.69285714285714,2934.6468646864687,-2134.5415617128465,81208.0,76986.0,0.81208,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.3975350005983008,0.5145429021771254,1360.4307765944718,0.26252000634720335,False,False,False
1831,258331.0,872792.0,614461.0,1.4204188711732721,0.5554341889677772,141.08738394320045,858.2025565388398,-754.8660933660933,16676.0,14189.0,0.16676,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.038675188033956434,15.491184936435596,118.1962520951802,1.3692466421284493,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2000,10000,700,39640.0,788964.0,749324.0,1.052901014781323,0.41285714285714287,56.628571428571426,2729.9792387543253,-1823.1727493917274,62480.0,58015.0,0.6248,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.2520433905146317,0.6344430217669654,1103.329969727548,0.28392559354286007,False,False,False
2035,314595.0,1130979.0,816384.0,1.3853517462370648,0.5572481572481572,154.5921375921376,997.3359788359788,-906.0865704772475,20057.0,17366.0,0.20057,10,10,1.0,203.5,36.436931813751826,0.17905126198403845,99,0.031758292407698785,15.685047614299247,129.74139767002018,1.3680244584903607,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,8,1,2,45,34,7,14,14,3,2,152,103,152,127,4,4,2250,10000,1066,-6969.0,1196712.0,1203681.0,0.994210260027366,0.4099437148217636,-6.537523452157599,2738.471395881007,-1913.6422893481717,84495.0,79675.0,0.84495,5,1,0.2,213.2,66.72750557303937,0.31298079537072876,112,0.0,0.0,0.0,0.0,False,False,False
1981,302796.0,1083620.0,780824.0,1.3877903343134945,0.5628470469459869,152.85007571933366,971.8565022421525,-901.6443418013857,19621.0,17357.0,0.19621,10,10,1.0,198.1,35.1495376925501,0.17743330485891015,94,0.020462621699097742,15.432240966311605,128.36761714157387,1.3675541642431717,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2250,6000,983,35058.0,1129598.0,1094540.0,1.0320298938366803,0.4201424211597152,35.66429298067141,2735.1041162227602,-1920.2456140350878,64980.0,62739.0,0.6498,5,2,0.4,196.6,61.785435176908805,0.31426976183575184,98,0.17088824234126304,0.5395198522622345,1821.9904158822524,0.17534089230522368,False,False,False
2051,316401.0,1067025.0,750624.0,1.4215172976083899,0.5436372501218918,154.26669917113603,956.9730941704036,-801.9487179487179,20028.0,19273.0,0.20028,10,9,0.9,205.1,35.84815197468343,0.174783773645458,102,0.023675652099708913,15.797932893948472,129.82711179800316,1.3661325611898298,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,1500,7500,1038,37713.0,994396.0,956683.0,1.0394205813210855,0.34296724470134876,36.33236994219653,2793.247191011236,-1402.7609970674487,50118.0,48184.0,0.50118,5,3,0.6,207.6,66.12291584617242,0.31851115532838353,100,0.19863177153766606,0.7524841374356519,1379.4310715138017,0.20339314357767055,False,False,False
1994,318714.0,1077807.0,759093.0,1.4198615979860176,0.5601805416248746,159.83650952858576,964.9122649955237,-865.5564424173318,21801.0,19416.0,0.21801,10,10,1.0,199.4,35.37569787297489,0.17741072152946283,95,0.019440627019835965,14.619237649649099,136.39562115250664,1.3566793869561298,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,2000,6000,998,50758.0,1100637.0,1049879.0,1.0483465237422598,0.4028056112224449,50.859719438877754,2737.902985074627,-1761.5419463087248,59728.0,57769.0,0.59728,5,3,0.6,199.6,64.01437338598262,0.320713293516947,98,0.11803065526616494,0.849819180283954,1174.3674691674219,0.2608101090989379,False,False,False
1907,343522.0,1100086.0,756564.0,1.454055440121391,0.5799685369690614,180.1373885684321,994.6528028933092,-944.5243445692884,27743.0,26082.0,0.27743,10,10,1.0,190.7,36.430893483415964,0.1910377214652122,82,0.02180646363260577,12.382294632880367,154.01022641926863,1.35539724507553,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,5000,7500,843,94838.0,1228102.0,1133264.0,1.0836857078315378,0.5065243179122183,112.5005931198102,2876.1170960187355,-2724.1923076923076,64001.0,57835.0,0.64001,5,4,0.8,168.6,48.82458397160185,0.28958827978411533,91,0.07898732575549886,1.4818205965531788,568.8947784643286,0.5573151887189568,True,False,False
1906,343026.0,1098916.0,755890.0,1.4538041249388138,0.5802728226652676,179.9716684155299,993.5949367088608,-944.8625,27743.0,26082.0,0.27743,10,10,1.0,190.6,36.4093394611877,0.19102486600833002,82,0.029126072076169154,12.364416249143929,154.1520409531639,1.3541503265957953,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,5000,10000,841,72806.0,1213288.0,1140482.0,1.06383792115965,0.5029726516052319,86.57074910820452,2868.293144208038,-2728.4258373205744,70505.0,65163.0,0.70505,5,3,0.6,168.2,48.99959183503471,0.2913174306482444,90,0.13722770101365273,1.0326359832635983,814.4205834683954,0.4086021655867281,False,False,False
2051,313406.0,1064030.0,750624.0,1.4175272839664066,0.5436372501218918,152.8064358849342,954.286995515695,-801.9487179487179,20028.0,19273.0,0.20028,10,9,0.9,205.1,35.84815197468343,0.174783773645458,102,0.03187877704957787,15.648392250848811,131.0677778983172,1.3532009743087408,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,34,7,14,14,3,2,152,103,41,127,4,4,1500,10000,1038,20598.0,980299.0,959701.0,1.0214629348099042,0.34104046242774566,19.84393063583815,2769.2062146892654,-1403.0716374269007,48137.0,46118.0,0.48137,5,3,0.6,207.6,66.12291584617242,0.31851115532838353,100,0.4850470919506748,0.42790369154704283,2425.7794931546755,0.11335159536164105,False,False,False
1831,263556.0,904891.0,641335.0,1.4109490359952288,0.5603495357728018,143.9410158383397,881.9600389863548,-796.6894409937888,17807.0,17202.0,0.17807,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03790845209367269,14.800696355365867,123.71039551366694,1.3518503908858435,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1750,10000,700,60555.0,788970.0,728415.0,1.0831325549309117,0.36428571428571427,86.50714285714285,3094.0,-1636.887640449438,48261.0,43631.0,0.48261,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.1649905045000413,1.254739852054454,557.884567748328,0.49350693181507355,True,False,False
1831,253761.0,868222.0,614461.0,1.412981458546596,0.5554341889677772,138.59148006553795,853.708947885939,-754.8660933660933,16676.0,14189.0,0.16676,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.036593487572952506,15.217138402494603,120.32485685349602,1.345024008551654,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,41,2,7,14,14,3,1,152,103,104,141,4,2,2000,0,700,31900.0,781224.0,749324.0,1.0425717046297729,0.41285714285714287,45.57142857142857,2703.19723183391,-1823.1727493917274,66525.0,62060.0,0.66525,5,3,0.6,140.0,44.66318394382559,0.31902274245589707,63,0.42683385579937305,0.4795189778278843,1459.7962382445141,0.2214316256298879,False,False,False
1831,266396.0,885775.0,619379.0,1.4301017632176745,0.5543418896777718,145.49208083014747,872.6847290640394,-759.0428921568628,18378.0,17363.0,0.18378,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.02811979158846229,14.495374904777451,126.31615339569662,1.345022900034842,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1500,7500,700,47915.0,725060.0,677145.0,1.070760324598129,0.32857142857142857,68.45,3152.4347826086955,-1440.7340425531916,47380.0,42915.0,0.4738,5,4,0.8,140.0,44.66318394382559,0.31902274245589707,63,0.15633935093394552,1.01129168425496,692.1840759678597,0.39410810940055496,False,False,False
1831,269691.0,889070.0,619379.0,1.435421607771655,0.5543418896777718,147.29164391043145,875.9310344827586,-759.0428921568628,18869.0,17363.0,0.18869,10,10,1.0,183.1,40.73929307192259,0.2224975044889273,66,0.03704610090807628,14.292808309926334,128.10638471435828,1.3438262308672135,2012-01-10 01:30:00,2021-05-20 08:00:00,BIAS,7,1,2,45,2,7,14,14,1,2,152,103,104,141,4,2,1500,10000,700,46915.0,725569.0,678654.0,1.069129482770307,0.3271428571428571,67.02142857142857,3168.4235807860264,-1440.8789808917197,45439.0,39984.0,0.45439,5,4,0.8,140.0,44.66318394382559,0.31902274245589707,63,0.21295960780134285,1.0324831092233544,677.9771927954812,0.3940385797884051,False,False,False
